tabela,variavel,descricao,primeiro_ano,ultimo_ano,status_coleta,anos_nao_coletados,comparabilidade_preliminar,categoria,notas_importantes
Matricula,QT_MAT_FUND_AI_4,Número de Matrículas do Ensino Fundamental - Anos Iniciais - 4º Ano,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_FUND_AI_5,Número de Matrículas do Ensino Fundamental - Anos Iniciais - 5º Ano,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_FUND_AF,Número de Matrículas do Ensino Fundamental - Anos Finais,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_FUND_AF_6,Número de Matrículas do Ensino Fundamental - Anos Finais - 6º Ano,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_FUND_AF_7,Número de Matrículas do Ensino Fundamental - Anos Finais - 7º Ano,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_FUND_AF_8,Número de Matrículas do Ensino Fundamental - Anos Finais - 8º Ano,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_FUND_AF_9,Número de Matrículas do Ensino Fundamental - Anos Finais - 9º Ano,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED,Número de Matrículas do Ensino Médio Regular,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_1,Número de Matrículas do Ensino Médio Regular - 1º ano/1ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_2,Número de Matrículas do Ensino Médio Regular - 2º ano/2ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_3,Número de Matrículas do Ensino Médio Regular - 3º ano/3ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_4,Número de Matrículas do Ensino Médio Regular - 4º ano/4ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_NS,Número de Matrículas do Ensino Médio Regular - Não Seriado,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_PROP,Número de Matrículas do Ensino Médio Regular - Propedêutico,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_PROP_1,Número de Matrículas do Ensino Médio Regular - Propedêutico - 1º ano/1ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_PROP_2,Número de Matrículas do Ensino Médio Regular - Propedêutico - 2º ano/2ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_PROP_3,Número de Matrículas do Ensino Médio Regular - Propedêutico - 3º ano/3ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_PROP_4,Número de Matrículas do Ensino Médio Regular - Propedêutico - 4º ano/4ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_PROP_NS,Número de Matrículas do Ensino Médio Regular - Propedêutico - Não Seriado,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_IFTP_CT,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Curso Técnico do Itinerário Formativo Técnico Profissional (IFTP) - Curso Técnico,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_ARTI_IFTP_CT,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Curso Técnico do Itinerário Formativo Técnico Profissional (IFTP) - Curso Técnico,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,,Não inclui o Ensino Médio Normal/Magistério. Variável descontinuada porque o valor das turmas de FGB e Ensino Médio Propedêutico será igual ao valor da variável: QT_MAT_MED_IFTP_CT.
Matricula,QT_MAT_MED_IFTP_CT_MT,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Curso Técnico do Itinerário Formativo Técnico Profissional (IFTP) - Curso Técnico ofertado na mesma turma,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,,Não inclui o Ensino Médio Normal/Magistério. Antigo nome da variável: QT_MAT_MED_ARTI_IFTP_CT_MT.
Matricula,QT_MAT_MED_IFTP_CT_OTME,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Curso Técnico do Itinerário Formativo Técnico Profissional (IFTP) - Curso Técnico ofertado em outra turma da mesma escola,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,,Não inclui o Ensino Médio Normal/Magistério. Antigo nome da variável: QT_MAT_MED_ARTI_IFTP_CT_OTME.
Matricula,QT_MAT_MED_IFTP_CT_OE,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Curso Técnico do Itinerário Formativo Técnico Profissional (IFTP) - Curso Técnico ofertado em outra escola,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,,Não inclui o Ensino Médio Normal/Magistério. Antigo nome da variável: QT_MAT_MED_ARTI_IFTP_CT_OE.
Matricula,QT_MAT_MED_IFTP_CT_1,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Curso Técnico do Itinerário Formativo Técnico Profissional (IFTP) - Curso Técnico - 1º ano/1ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_IFTP_CT_2,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Curso Técnico do Itinerário Formativo Técnico Profissional (IFTP) - Curso Técnico - 2º ano/2ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_IFTP_CT_3,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Curso Técnico do Itinerário Formativo Técnico Profissional (IFTP) - Curso Técnico - 3º ano/3ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_IFTP_CT_4,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Curso Técnico do Itinerário Formativo Técnico Profissional (IFTP) - Curso Técnico - 4º ano/4ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_IFTP_CT_NS,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Curso Técnico do Itinerário Formativo Técnico Profissional (IFTP) - Curso Técnico - Não Seriado,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_IFTP_QP,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Itinerário Formativo Técnico Profissional (IFTP) - Qualificação Profissional,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Educação Profissional Não-Técnica,
Matricula,QT_MAT_MED_ARTI_IFTP_QP,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Itinerário Formativo Técnico Profissional (IFTP) - Qualificação Profissional,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Educação Profissional Não-Técnica,Não inclui o Ensino Médio Normal/Magistério. Variável descontinuada porque o valor das turmas de FGB e Ensino Médio Propedêutico será igual ao valor da variável: QT_MAT_MED_IFTP_QP.
Matricula,QT_MAT_MED_IFTP_QP_MT,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Itinerário Formativo Técnico Profissional (IFTP) - Qualificação Profissional ofertado na mesma turma,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Educação Profissional Não-Técnica,Não inclui o Ensino Médio Normal/Magistério. Antigo nome da variável: QT_MAT_MED_ARTI_IFTP_QP_MT.
Matricula,QT_MAT_MED_IFTP_QP_OTME,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Itinerário Formativo Técnico Profissional (IFTP) - Qualificação Profissional ofertado em outra turma da mesma escola,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Educação Profissional Não-Técnica,Não inclui o Ensino Médio Normal/Magistério. Antigo nome da variável: QT_MAT_MED_ARTI_IFTP_QP_OTME.
Matricula,QT_MAT_MED_IFTP_QP_OE,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Itinerário Formativo Técnico Profissional (IFTP) - Qualificação Profissional ofertado em outra escola,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Educação Profissional Não-Técnica,Não inclui o Ensino Médio Normal/Magistério. Antigo nome da variável: QT_MAT_MED_ARTI_IFTP_QP_OE.
Matricula,QT_MAT_MED_IFTP_QP_1,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Itinerário Formativo Técnico Profissional (IFTP) - Qualificação Profissional - 1º ano/1ª Série,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Educação Profissional Não-Técnica,
Matricula,QT_MAT_MED_IFTP_QP_2,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Itinerário Formativo Técnico Profissional (IFTP) - Qualificação Profissional - 2º ano/2ª Série,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Educação Profissional Não-Técnica,
Matricula,QT_MAT_MED_IFTP_QP_3,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Itinerário Formativo Técnico Profissional (IFTP) - Qualificação Profissional - 3º ano/3ª Série,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Educação Profissional Não-Técnica,
Matricula,QT_MAT_MED_IFTP_QP_4,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Itinerário Formativo Técnico Profissional (IFTP) - Qualificação Profissional - 4º ano/4ª Série,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Educação Profissional Não-Técnica,
Matricula,QT_MAT_MED_IFTP_QP_NS,Número de Matrículas do Ensino Médio Regular (Formação Geral Básica - FGB) articuladas ao Itinerário Formativo Técnico Profissional (IFTP) - Qualificação Profissional - Não Seriado,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Educação Profissional Não-Técnica,
Matricula,QT_MAT_MED_NM,Número de Matrículas do Ensino Médio Regular -  Modalidade Normal/Magistério,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_NM_1,Número de Matrículas do Ensino Médio Regular -  Modalidade Normal/Magistério - 1º ano/1ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_NM_2,Número de Matrículas do Ensino Médio Regular -  Modalidade Normal/Magistério - 2º ano/2ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_NM_3,Número de Matrículas do Ensino Médio Regular -  Modalidade Normal/Magistério - 3º ano/3ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_NM_4,Número de Matrículas do Ensino Médio Regular -  Modalidade Normal/Magistério - 4º ano/4ª Série,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_MED_IFA,"Número de Matrículas do Ensino Médio Regular - Itinerário formativo de aprofundamento (IFA). Percursos educacionais estruturados de livre escolha dos estudantes, que permite aos educandos o aprofundamento de suas aprendizagens e de seu desenvolvimento em uma ou em mais áreas do conhecimento. Deve realizar-se por meio da oferta de projetos interdisciplinares e integradores, organizados com ênfase nos componentes curriculares que compõem a(s) área(s) de conhecimento eleitas, de modo a ampliar o diálogo entre as dimensões teóricas e práticas dos conteúdos, a consideração e valorização da diversidade territorial e cultural do Brasil e as escolhas estabelecidas na proposta pedagógica de cada unidade escolar.",2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_LING,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Linguagens e suas tecnologias,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_LING_MT,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Linguagens e suas tecnologias na mesma turma,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_LING_OTME,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Linguagens e suas tecnologias em outra turma da mesma escola,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_LING_OE,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Linguagens e suas tecnologias em outra escola,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_MATE,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Matemática e suas tecnologias,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_MATE_MT,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Matemática e suas tecnologias na mesma turma,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_MATE_OTME,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Matemática e suas tecnologias em outra turma da mesma escola,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_MATE_OE,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Matemática e suas tecnologias em outra escola,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_CIENC,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Ciências da natureza e suas tecnologias,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_CIENC_MT,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Ciências da natureza e suas tecnologias na mesma turma,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_CIENC_OTME,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Ciências da natureza e suas tecnologias em outra turma da mesma escola,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_CIENC_OE,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Ciências da natureza e suas tecnologias em outra escola,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_HUMA,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Ciências humanas e sociais aplicadas,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_HUMA_MT,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Ciências humanas e sociais aplicadas na mesma turma,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_HUMA_OTME,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Ciências humanas e sociais aplicadas em outra turma da mesma escola,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_MED_IFA_HUMA_OE,Número de Matrículas do Ensino Médio Regular - Área do Itinerário formativo de aprofundamento (IFA) - Ciências humanas e sociais aplicadas em outra escola,2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Aplicável apenas para turmas de ensino médio regular (propedêutico ou normal/magistério),
Matricula,QT_MAT_PROF,Número de Matrículas da Educação Profissional,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,"Modo profissionalizante de ensino correspondente às turmas de cursos técnicos de nível médio nas formas articuladas (integrada ou concomitante), ou subsequente ao ensino médio e de normal/magistério, e as turmas de cursos profissionalizantes não-técnicos. Inclui as seguintes etapas de ensino:            Ensino Médio articulado ao Itinerário Formativo Técnico Profissional - Curso Técnico, Ensino Médio Normal/Magistério, Curso Técnico Concomitante, Curso Técnico Subsequente,  Curso Técnico Integrado à EJA de Nível Médio, Itinerário Formativo Técnico Profissional Exclusivo - Curso Técnico (não articulado ao ensino médio regular), Curso FIC Concomitante, Curso FIC Integrado à EJA de Nível Fundamental, Curso FIC Integrado à EJA de Nível Médio, Ensino Médio articulado ao Itinerário Formativo Técnico Profissional - Qualificação Profissional e Itinerário Formativo Técnico Profissional Exclusivo - Qualificação Profissional (não articulado ao ensino médio regular)."
Matricula,QT_MAT_PROF_TEC,Número de Matrículas da Educação Profissional Técnica,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,"Modo profissionalizante de ensino correspondente às turmas de cursos técnicos de nível médio nas formas articuladas (integrada ou concomitante), ou subsequente ao ensino médio e de normal/magistério. Inclui as seguintes etapas de ensino: Ensino Médio articulado ao Itinerário Formativo Técnico Profissional - Curso Técnico, Ensino Médio Normal/Magistério, Curso Técnico Concomitante, Curso Técnico Subsequente,  Curso Técnico Integrado à EJA de Nível Médio, Itinerário Formativo Técnico Profissional Exclusivo - Curso Técnico (não articulado ao ensino médio regular)."
Matricula,QT_MAT_PROF_TEC_CONC,Número de Matrículas da Educação Profissional Técnica - Curso Técnico Concomitante,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_PROF_TEC_SUBS,Número de Matrículas da Educação Profissional Técnica - Curso Técnico Subsequente,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_PROF_TEC_IFTP_CT,Número de Matrículas da Educação Profissional Técnica - Itinerário Formativo Técnico Profissional (IFTP) Exclusivo - Curso Técnico (não articulado ao ensino médio regular),2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,,
Matricula,QT_MAT_PROF_NAO_TEC,Número de Matrículas da Educação Profissional Não-Técnica,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,"A Educação Profissional Não-Técnica inclui matrículas nas seguintes etapas de ensino: Curso FIC Concomitante, Curso FIC Integrado à EJA de Nível Fundamental, Curso FIC Integrado à EJA de Nível Médio, Ensino Médio articulado ao Itinerário Formativo Técnico Profissional - Qualificação Profissional e Itinerário Formativo Técnico Profissional Exclusivo - Qualificação Profissional (não articulado ao ensino médio regular)."
Matricula,QT_MAT_PROF_IFTP_QP,Número de Matrículas da Educação Profissional - Itinerário Formativo Técnico Profissional (IFTP) Exclusivo - Qualificação Profissional (não articulado ao ensino médio regular),2025.0,2025.0,Coleta iniciada em 2025,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",Comparável apenas no período de coleta,Educação Profissional Não-Técnica,
Matricula,QT_MAT_PROF_FIC_CONC,Número de Matrículas da Educação Profissional - Curso FIC Concomitante,2015.0,2025.0,Coleta iniciada em 2015,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014",Comparável apenas no período de coleta,Educação Profissional Não-Técnica,
Matricula,QT_MAT_EJA,Número de Matrículas da Educação de Jovens e Adultos (EJA),2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_EJA_FUND,Número de Matrículas da Educação de Jovens e Adultos (EJA) - Ensino Fundamental,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_EJA_FUND_NPROF,Número de Matrículas da Educação de Jovens e Adultos (EJA) - Ensino Fundamental - Sem componente profissionalizante,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,Não inclui as matrículas do Curso FIC Integrado na Modalidade EJA de Nível Fundamental
Matricula,QT_MAT_EJA_FUND_AI,Número de Matrículas da Educação de Jovens e Adultos (EJA) - Ensino Fundamental - Anos Iniciais,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_EJA_FUND_AF,Número de Matrículas da Educação de Jovens e Adultos (EJA) - Ensino Fundamental - Anos Finais,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,,
Matricula,QT_MAT_EJA_FUND_PJ,Número de Matrículas da Educação de Jovens e Adultos (EJA) - Ensino Fundamental - Projovem Urbano,2012.0,2018.0,Coleta contínua de 2012 a 2018,"2007, 2008, 2009, 2010, 2011, 2019, 2020, 2021, 2022, 2023, 2024, 2025",Comparável apenas no período de coleta,,
